0.014972382;0.092674319;0.354646288;0.501447122;0.582548495;0.604879319;0.562312789;0.538216238;0.522284214;0.447330714;0.356032927;0.197734643
0.011300395;0.074653516;0.333627926;0.460912086;0.566986724;0.560661417;0.543961231;0.521828627;0.516498045;0.428304837;0.350139286;0.206902043
0.01221446;0.073988998;0.344210155;0.448623628;0.519612941;0.553507408;0.562722943;0.568171199;0.542906941;0.467611703;0.38064645;0.24800162
0.008671409;0.053842805;0.336525694;0.462984096;0.5645092;0.581821391;0.593069779;0.591938097;0.546913407;0.471989677;0.36034894;0.238432923
0.006131112;0.036125067;0.251528177;0.351658712;0.437797836;0.435387732;0.425849304;0.354397303;0.289754702;0.237232959;0.190482384;0.136032638
0.00449932;0.027980248;0.227044262;0.315368065;0.3551368;0.357512131;0.316318685;0.278855584;0.204844313;0.178019483;0.124761619;0.096273948
0.003012516;0.01914984;0.197375791;0.285194121;0.31148548;0.302706866;0.311390521;0.313152154;0.26216915;0.238379969;0.203614542;0.139748274
0.003119616;0.015591463;0.204582408;0.357952502;0.409276665;0.43271259;0.405081015;0.337967761;0.315549591;0.284929269;0.214752046;0.125445465
0.003153694;0.018936673;0.244669439;0.401160527;0.471854193;0.486190785;0.492955027;0.467033398;0.434927407;0.380982291;0.334840385;0.219270053
0.003193647;0.016355928;0.233201591;0.412714449;0.478031549;0.467131279;0.439019112;0.442977651;0.409097;0.387359904;0.328097116;0.194869013
0.005000154;0.057989958;0.266201485;0.420011385;0.459686736;0.511208767;0.510049241;0.509030173;0.464592314;0.402155214;0.344777249;0.133973855
0.008770891;0.133797246;0.344487927;0.451251674;0.471252578;0.49343185;0.472336455;0.436514022;0.355641607;0.295867833;0.225920406;0.085197246
0.006691956;0.126783822;0.30430426;0.38989109;0.420862435;0.442663835;0.439042938;0.399291181;0.369417255;0.324934695;0.260061775;0.100623662
0.01257125;0.149483061;0.342212492;0.446210096;0.491707323;0.504763196;0.514817082;0.485438657;0.45108372;0.392877484;0.283992242;0.095943285
0.008467416;0.122793272;0.329682539;0.438188566;0.448144885;0.439745604;0.438311861;0.426795821;0.405694091;0.36686591;0.276658035;0.111577829
0.009041884;0.124520493;0.333717286;0.455213098;0.483219741;0.506003059;0.519366691;0.49900574;0.458652799;0.413227521;0.282180616;0.1131166
0.004313768;0.14026481;0.355269547;0.482781069;0.546917971;0.578161698;0.559154931;0.517579803;0.484368145;0.444650117;0.306002445;0.102501134
0.005964679;0.183535147;0.444611545;0.547252493;0.58632895;0.615522698;0.620850858;0.590109396;0.53485802;0.448415111;0.31392077;0.108185233
0.005649164;0.18849699;0.412376215;0.527697026;0.587092988;0.579953431;0.574901459;0.528117492;0.493280644;0.423241084;0.282564291;0.057401927
0.00771215;0.298907374;0.481007135;0.551527825;0.584765187;0.597085823;0.581383155;0.560932764;0.473406845;0.393395204;0.238585429;0.026028798
0.008583035;0.200756717;0.378329532;0.467712126;0.519972439;0.539533351;0.527984145;0.508372819;0.442273955;0.355598488;0.1964493;0.023049311
0.008419215;0.308310756;0.499283372;0.576374481;0.61534073;0.641157856;0.618029417;0.581729824;0.501354363;0.403461948;0.174933564;0.002083846
0.007494028;0.255658179;0.417962247;0.473183577;0.4971034;0.505145883;0.517272444;0.482672015;0.402669077;0.319313681;0.13310978;0.001041284
0.006369019;0.285689872;0.466588124;0.512259186;0.531911727;0.529660677;0.522892635;0.476604832;0.401678055;0.326588671;0.142199248;0.001095797
0.005561948;0.247081531;0.431053094;0.494393527;0.51607007;0.515975337;0.515111303;0.492058454;0.419598176;0.315297967;0.128635441;0.001012279
0.005467058;0.199643538;0.348386037;0.400877997;0.416095406;0.426140957;0.421003692;0.393600186;0.348200189;0.266145973;0.116179465;0.001128169
0.004696515;0.19292549;0.326113306;0.379670403;0.400394907;0.413703696;0.414277254;0.377124378;0.325843139;0.255265143;0.130645773;0.001240867
0.005302231;0.218058562;0.403371233;0.475347403;0.503151299;0.490564621;0.484276129;0.451744665;0.417569603;0.338130862;0.183045679;0.001743059
0.006694185;0.26492532;0.449504076;0.484910436;0.512552064;0.538993552;0.548149997;0.523634046;0.458617079;0.393849791;0.233806297;0.003259233
0.00784073;0.275671652;0.490479987;0.533699022;0.55219812;0.534431506;0.556634824;0.540890671;0.488873906;0.411863282;0.243039889;0.006525587
0.00828352;0.276715725;0.474424852;0.514147075;0.520245493;0.524357246;0.510291408;0.487372105;0.423921238;0.343641305;0.207772261;0.010576717
0.007936727;0.256007979;0.417803361;0.454924097;0.487877126;0.50146584;0.500075512;0.484128541;0.456648173;0.376146655;0.233781748;0.026474065
0.003614693;0.102539899;0.317125676;0.416841449;0.436716479;0.428105367;0.435338112;0.414243652;0.413174284;0.372928254;0.282909804;0.139390906
0.006628152;0.095052733;0.366964612;0.538985066;0.589015576;0.615763762;0.629973813;0.610094016;0.558979228;0.46817445;0.325811338;0.157497748
0.007861757;0.129319465;0.381210804;0.503676571;0.551122525;0.564623721;0.568138199;0.564288884;0.527755883;0.452160516;0.32910817;0.17044127
0.009981811;0.129839134;0.414972351;0.55499637;0.602950537;0.618579094;0.603601031;0.591683238;0.545415418;0.472220016;0.346068234;0.171343415
0.010675938;0.135276169;0.363358536;0.486840202;0.538072874;0.583258498;0.602315871;0.552355334;0.518583667;0.434640075;0.309842998;0.148903201
0.011617553;0.151886783;0.380822818;0.490125032;0.565400797;0.587549679;0.590996437;0.574480073;0.528716173;0.449764808;0.306969744;0.14422572
0.017835796;0.184362582;0.384444319;0.494162801;0.557251251;0.566135976;0.575602708;0.555333688;0.514237221;0.41952964;0.304632626;0.138047998
0.024210487;0.155364658;0.266218246;0.311125014;0.404784785;0.435697082;0.449058665;0.442408432;0.394466466;0.336624789;0.189361845;0.064744025
0.031252366;0.179990435;0.352472779;0.438068991;0.533404262;0.541828969;0.577071082;0.558375309;0.505254496;0.41900959;0.269689305;0.095809125
0.011736275;0.103657031;0.38880543;0.48507771;0.542782814;0.559475188;0.557869255;0.554865493;0.516631046;0.44836375;0.342247053;0.137983745
0.012264044;0.125008425;0.368678538;0.445123698;0.452048616;0.472481132;0.502754181;0.493463736;0.476010119;0.427936028;0.324268693;0.13737982
0.015065167;0.160158874;0.427989661;0.548994181;0.550204386;0.586999348;0.563735741;0.539986296;0.499657662;0.467305285;0.380610913;0.148867953
0.011665352;0.184642346;0.462385472;0.583356526;0.600768078;0.609927339;0.59938725;0.616005155;0.566320585;0.505485838;0.438892744;0.164646652
0.020166676;0.184271971;0.408684431;0.50733416;0.557471224;0.559667629;0.59449917;0.559817951;0.507352812;0.453411932;0.392366972;0.13269684
0.016381992;0.199240314;0.436670804;0.551862842;0.584831056;0.597228661;0.568463143;0.561614213;0.500957513;0.465154996;0.428176862;0.144767504
0.015918351;0.17987217;0.45594619;0.553107606;0.591292727;0.55933542;0.599103558;0.584993289;0.521187402;0.474272352;0.419230887;0.136098067
0.016819905;0.162672387;0.413958898;0.515839252;0.56740591;0.558545402;0.577785629;0.587118854;0.538959521;0.475903253;0.390874421;0.134350812
0.017211792;0.159869926;0.433222209;0.554944221;0.606691417;0.62157758;0.615812953;0.601181206;0.545118316;0.45373117;0.390651627;0.155000812
0.017397249;0.125776397;0.377933702;0.513199082;0.585125789;0.601854253;0.61097091;0.582510556;0.559887705;0.494548471;0.419788598;0.186447588
0.020812312;0.1170921;0.330116744;0.437355662;0.530011841;0.558251881;0.55681917;0.5443828;0.510644281;0.477920671;0.376862771;0.194048058
